,weights,success_tries
600,[ 3.         -8.73277832 -5.8415348 ],165
601,[  5.         -14.53828617  -9.66738985],425
602,[  6.         -17.48280175 -11.69798821],626
603,[  4.         -11.52626163  -7.52326558],260
604,[ 3.         -8.64450894 -5.68528736],167
605,[  6.         -17.32152769 -11.40731349],554
606,[  6.         -17.35885803 -11.47584244],596
607,[ 3.         -8.63230389 -5.71003517],153
608,[  7.         -20.1481554  -13.23785685],785
609,[  5.         -14.39593238  -9.44920142],429
610,[  4.         -11.59580066  -7.68391047],262
611,[  4.         -11.6206818   -7.70295798],278
612,[  4.         -11.53635257  -7.64217656],280
613,[  6.         -17.26076888 -11.43407382],596
614,[ 3.         -8.70137362 -5.73698097],159
615,[  5.         -14.47720592  -9.59945681],431
616,[  9.         -26.03886249 -17.09997141],1339
617,[  5.         -14.39421394  -9.38745712],393
618,[  4.         -11.55628304  -7.68848453],260
619,[  6.         -17.23605112 -11.38965769],578
620,[ 3.         -8.75326535 -5.81301549],149
621,[  6.         -17.44293546 -11.57707509],592
622,[  6.         -17.28790733 -11.47141193],626
623,[  6.         -17.44812648 -11.63419273],584
624,[  8.         -23.05960333 -15.10166974],1038
625,[ 3.         -8.62292743 -5.69821887],153
626,[  5.         -14.405813    -9.41291027],423
627,[  7.         -20.22982035 -13.44761298],819
628,[  4.         -11.50538732  -7.53474701],298
629,[  4.         -11.63367201  -7.7356285 ],272
630,[  4.         -11.56053257  -7.55240855],266
631,[  5.         -14.45927411  -9.51152372],441
632,[  8.         -23.0131185  -15.22221981],1056
633,[  6.         -17.33101649 -11.36917814],584
634,[  6.         -17.25180488 -11.37325835],580
635,[  5.         -14.46240685  -9.582809  ],461
636,[  4.         -11.57948895  -7.65128135],258
637,[  5.         -14.49950711  -9.61202759],427
638,[ 2.         -5.77261106 -3.79944684],74
639,[  6.         -17.5431268  -11.71982073],604
640,[  7.         -20.24883205 -13.31000406],807
641,[  4.         -11.57250551  -7.63798472],274
642,[  6.         -17.28976119 -11.41530237],602
643,[  6.         -17.50828909 -11.64301157],598
644,[  5.         -14.52065625  -9.62928288],417
645,[  4.         -11.66702099  -7.81299486],268
646,[  6.         -17.37156815 -11.56571919],592
647,[  7.         -20.17269512 -13.23602408],789
648,[  5.         -14.53499515  -9.59444767],427
649,[  4.         -11.62572825  -7.76046115],286
650,[  7.         -20.15619818 -13.32802556],783
651,[  4.         -11.58692409  -7.67046983],270
652,[  5.         -14.4557627   -9.46388775],413
653,[  7.         -20.22223704 -13.32968111],815
654,[ 3.         -8.67925836 -5.75044964],163
655,[  5.         -14.50950235  -9.58234472],411
656,[  5.         -14.63786369  -9.83604547],417
657,[  5.         -14.40672597  -9.56192514],411
658,[  5.         -14.62824381  -9.82291128],447
659,[  6.         -17.50609159 -11.65087155],642
660,[  4.         -11.55304174  -7.57281078],272
661,[  5.         -14.42084496  -9.47022951],399
662,[  5.        -14.4452201  -9.512002 ],425
663,[  7.         -20.19273601 -13.17359881],775
664,[ 3.         -8.71221088 -5.78679607],147
665,[  6.         -17.45028855 -11.63082811],598
666,[  8.         -23.00689086 -15.11303922],1034
667,[  5.         -14.49434975  -9.59485484],391
668,[  6.         -17.24919832 -11.41332443],602
669,[  8.         -23.07334468 -15.11249754],1080
670,[  4.         -11.51174343  -7.5031113 ],252
671,[  7.         -20.28296447 -13.45467108],827
672,[  4.         -11.61733195  -7.67550483],282
673,[  7.         -20.33462625 -13.47016409],805
674,[  6.         -17.25577427 -11.4007818 ],576
675,[  7.         -20.25211239 -13.2703022 ],793
676,[  5.         -14.45319597  -9.49448727],429
677,[  4.         -11.67477155  -7.76809904],288
678,[ 3.         -8.72387011 -5.76045149],165
679,[ 3.         -8.63784556 -5.65782707],145
680,[  4.         -11.56685721  -7.62695588],252
681,[  7.         -20.35021956 -13.44853662],801
682,[  4.         -11.5142315   -7.59534871],262
683,[  6.         -17.32516865 -11.46675391],632
684,[  7.         -20.29192599 -13.33677386],811
685,[  4.         -11.53599703  -7.61527276],272
686,[  4.         -11.61579121  -7.70802031],270
687,[  5.         -14.64470141  -9.82244827],441
688,[  4.         -11.72046874  -7.85276098],292
689,[ 3.         -8.68448591 -5.72970391],155
690,[  7.         -20.16658491 -13.37262815],837
691,[  5.         -14.39147412  -9.50790422],403
692,[  4.         -11.56873027  -7.6617828 ],280
693,[  4.         -11.55776055  -7.54729825],284
694,[  5.         -14.53892282  -9.64164451],417
695,[  5.         -14.56344979  -9.65056527],419
696,[  7.         -20.20459657 -13.40839404],809
697,[  5.         -14.55848102  -9.64305629],435
698,[  7.         -20.21212294 -13.44224152],813
699,[ 2.         -5.80203694 -3.82094324],74
700,[ 3.         -8.69621794 -5.77390131],181
701,[  6.         -17.47871112 -11.61972968],624
702,[  5.         -14.41978661  -9.40531374],403
703,[  5.         -14.40199406  -9.4910544 ],413
704,[  5.         -14.39154944  -9.5074487 ],421
705,[  8.         -23.09542086 -15.29562229],1078
706,[  6.         -17.52945773 -11.75003001],632
707,[  6.         -17.32675375 -11.46482642],614
708,[  6.         -17.2738297  -11.33326517],602
709,[  7.         -20.12972527 -13.17553835],829
710,[  4.         -11.51624617  -7.56333206],278
711,[  7.         -20.1770749  -13.20373631],785
712,[  5.         -14.44627845  -9.44716598],417
713,[  6.         -17.27767053 -11.38001883],608
714,[  6.         -17.33451717 -11.3790829 ],612
715,[  6.         -17.52192891 -11.7184456 ],626
716,[  7.         -20.14380486 -13.15308068],765
717,[ 2.         -5.83947218 -3.88909369],82
718,[  7.         -20.14755256 -13.32863133],853
719,[  4.         -11.54552185  -7.6492644 ],270
720,[ 3.         -8.69404551 -5.73604145],167
721,[  8.         -23.13744452 -15.18741711],1036
722,[ 3.         -8.71319069 -5.77196929],139
723,[  6.         -17.33380655 -11.34557741],612
724,[ 3.         -8.7126575  -5.77621989],159
725,[  4.         -11.70419449  -7.82961455],278
726,[  7.         -20.20106091 -13.28677478],807
727,[  5.         -14.4582922   -9.61088487],409
728,[  4.         -11.5084201   -7.59893311],264
729,[  7.         -20.20016053 -13.20240395],817
730,[  4.         -11.50413602  -7.51980212],270
731,[  7.         -20.23045377 -13.29214667],811
732,[ 2.         -5.77830621 -3.78927121],66
733,[  5.         -14.41244249  -9.53883386],399
734,[  4.         -11.7040451   -7.81972693],274
735,[  5.         -14.50261359  -9.54960185],411
736,[  8.         -23.21015199 -15.32762036],1064
737,[  4.         -11.70053046  -7.84042849],286
738,[ 3.         -8.76102994 -5.83608362],163
739,[  9.         -25.96126107 -16.94561941],1339
740,[  5.         -14.42181347  -9.54984268],395
741,[ 3.         -8.68145277 -5.76195526],151
742,[  5.         -14.4528742   -9.57454664],419
743,[  5.         -14.43221875  -9.42422386],419
744,[  4.         -11.62474351  -7.72400865],276
745,[  4.         -11.64143579  -7.71378745],262
746,[  6.         -17.33966521 -11.53602032],598
747,[  6.         -17.30077789 -11.28272116],584
748,[  8.         -23.09520642 -15.11396533],1086
749,[ 3.         -8.71344531 -5.79365257],159
750,[ 3.         -8.70156631 -5.7603731 ],153
751,[  5.         -14.42175448  -9.4773915 ],417
752,[  6.         -17.46750431 -11.61599822],628
753,[  8.         -23.00659996 -15.06564168],1050
754,[  5.         -14.53601508  -9.62720002],441
755,[  8.         -23.3365573  -15.57557772],1116
756,[  6.         -17.4512225  -11.53751006],594
757,[  6.         -17.57464509 -11.75881549],650
758,[  4.         -11.52584085  -7.57636308],288
759,[  7.         -20.36766272 -13.60917251],857
760,[  7.         -20.24413279 -13.3035773 ],787
761,[  4.         -11.51984061  -7.59722133],272
762,[  7.         -20.15953855 -13.27459057],807
763,[  6.         -17.39379448 -11.50373808],608
764,[  6.         -17.33187579 -11.4674348 ],596
765,[ 1.         -2.91794085 -1.93816612],19
766,[  5.         -14.4342564   -9.44649089],419
767,[  8.         -23.30751426 -15.48457594],1068
768,[  5.         -14.35632382  -9.49168374],413
769,[  8.         -23.00316547 -15.09375124],1052
770,[  8.         -23.42417493 -15.73222973],1058
771,[  5.         -14.37099608  -9.4776517 ],409
772,[ 2.         -5.79358067 -3.83887875],74
773,[  7.         -20.17892077 -13.28965526],811
774,[ 3.         -8.78238841 -5.87889996],169
775,[  6.         -17.25703498 -11.27674374],582
776,[  8.         -23.13065673 -15.15857372],1102
777,[  5.         -14.46937983  -9.49281445],411
778,[ 3.         -8.75747804 -5.82154306],165
779,[  7.         -20.17364467 -13.39644412],791
780,[  4.         -11.49256578  -7.56617822],292
781,[  6.         -17.38975336 -11.43760047],622
782,[  5.         -14.56995642  -9.68288065],427
783,[  7.         -20.13854559 -13.32641139],817
784,[  7.         -20.26786855 -13.45564968],815
785,[  6.         -17.47140749 -11.66818594],576
786,[  6.         -17.32426374 -11.3571735 ],598
787,[  4.         -11.53494802  -7.59045028],260
788,[  4.         -11.64444287  -7.7070285 ],272
789,[  6.         -17.23489422 -11.38886507],620
790,[ 3.         -8.6821203  -5.73360725],153
791,[  6.         -17.40984396 -11.49038752],616
792,[  4.         -11.53326711  -7.64660184],280
793,[  5.         -14.41371033  -9.40220343],391
794,[  4.         -11.56522876  -7.59717295],256
795,[  4.         -11.63169344  -7.76979295],290
796,[  4.         -11.53149839  -7.5883878 ],250
797,[  5.         -14.65535624  -9.82547283],421
798,[  5.         -14.48998089  -9.52285208],417
799,[ 3.         -8.69517867 -5.7427787 ],155
800,[  7.         -20.44912273 -13.61107468],843
801,[  7.         -20.22772592 -13.23521225],781
802,[  4.         -11.56484418  -7.67783034],250
803,[  6.         -17.50717341 -11.73586211],624
804,[ 2.         -5.75984589 -3.8162156 ],86
805,[ 3.         -8.63242071 -5.68139622],167
806,[ 3.         -8.73492043 -5.79132464],147
807,[  4.         -11.58546937  -7.64667425],264
808,[  6.         -17.34999167 -11.38265187],572
809,[  4.         -11.68453547  -7.81333749],298
810,[  5.         -14.42434566  -9.45472557],385
811,[  4.         -11.56099992  -7.5943735 ],274
812,[  7.         -20.27815853 -13.49143787],819
813,[ 3.         -8.68898743 -5.77980376],155
814,[  5.         -14.54319864  -9.63408096],409
815,[ 3.         -8.78016954 -5.8796526 ],171
816,[  6.        -17.404995  -11.4952167],604
817,[  4.         -11.52030024  -7.64090758],278
818,[ 3.         -8.6641426  -5.66838405],165
819,[  4.         -11.53937708  -7.63275986],258
820,[  4.         -11.50240925  -7.57904461],266
821,[  5.         -14.65068946  -9.83832363],419
822,[  8.         -23.28337674 -15.40282285],1062
823,[  4.         -11.51999185  -7.64150038],260
824,[  5.         -14.39804714  -9.54365719],433
825,[  9.         -25.92501191 -17.17860114],1347
826,[  5.         -14.59672719  -9.76096068],409
827,[  7.         -20.29115239 -13.46538248],809
828,[  4.         -11.5215438   -7.59249284],272
829,[  5.         -14.54030763  -9.6751539 ],403
830,[  5.         -14.51642435  -9.62226614],425
831,[  7.         -20.27206119 -13.41720118],835
832,[  5.         -14.37964524  -9.4178578 ],411
833,[  4.         -11.52366627  -7.53795077],252
834,[  6.         -17.26373311 -11.26327422],642
835,[  6.         -17.47379416 -11.68550093],610
836,[  5.         -14.53009193  -9.67769119],415
837,[  4.         -11.55063499  -7.65078863],274
838,[  4.         -11.56380121  -7.59606565],274
839,[ 2.         -5.80244305 -3.84098589],84
840,[  6.         -17.26856842 -11.28925183],594
841,[  5.         -14.42468115  -9.44998378],407
842,[  5.         -14.44662196  -9.60572226],385
843,[  6.         -17.39383037 -11.43438004],616
844,[  7.         -20.13052309 -13.32702737],821
845,[  5.         -14.52829433  -9.60042171],455
846,[  4.         -11.53729491  -7.66337839],266
847,[  7.         -20.25253559 -13.26770387],819
848,[ 2.         -5.80621705 -3.85540785],64
849,[  7.         -20.15598651 -13.29895122],789
850,[  5.         -14.57828116  -9.6780649 ],429
851,[  4.         -11.51656006  -7.564944  ],268
852,[  5.         -14.45261424  -9.60863584],417
853,[ 3.         -8.64269857 -5.68811478],153
854,[  6.         -17.3308966  -11.51386175],596
855,[  5.         -14.48917563  -9.57330546],421
856,[  4.         -11.53350957  -7.55051551],288
857,[ 2.         -5.76476964 -3.80637193],68
858,[  4.         -11.62038681  -7.69758827],276
859,[  5.         -14.54985319  -9.62398865],441
860,[  4.         -11.56841934  -7.58002498],254
861,[  7.         -20.12347529 -13.30154097],783
862,[  6.         -17.32643699 -11.33307013],596
863,[  5.         -14.50798619  -9.63269004],397
864,[  5.         -14.3843825   -9.51171872],415
865,[  6.         -17.46877029 -11.65595914],572
866,[  7.         -20.16337071 -13.21957894],801
867,[  6.         -17.24009022 -11.33538574],586
868,[  5.         -14.46240237  -9.4681723 ],399
869,[  6.         -17.29755092 -11.47293288],594
870,[  4.         -11.71576561  -7.84658783],286
871,[  5.         -14.596365    -9.78353619],415
872,[  6.         -17.30063468 -11.48200229],606
873,[  5.         -14.41680297  -9.47634563],417
874,[  8.         -23.04329481 -15.14732618],1048
875,[  5.         -14.4751746   -9.58759138],425
876,[ 2.         -5.76852471 -3.78047431],80
877,[  6.         -17.30835703 -11.28881819],556
878,[  7.         -20.26900783 -13.48414142],791
879,[  6.         -17.43881555 -11.639385  ],618
880,[  7.         -20.16263629 -13.17597914],797
881,[  6.         -17.27910653 -11.4289113 ],554
882,[  6.         -17.38008413 -11.49464254],592
883,[  6.         -17.30995682 -11.35606293],600
884,[  4.         -11.67043659  -7.80449562],262
885,[  5.         -14.45114172  -9.54474532],383
886,[  4.         -11.55580618  -7.66643706],280
887,[  5.         -14.42808986  -9.54837027],405
888,[ 3.         -8.63662182 -5.6830523 ],151
889,[ 3.         -8.67789779 -5.72940239],149
890,[  7.         -20.26263765 -13.36036928],799
891,[  4.         -11.57648601  -7.65661121],294
892,[  6.         -17.30692509 -11.34479877],582
893,[  4.         -11.58841391  -7.71720156],274
894,[  6.         -17.27254958 -11.44660948],588
895,[  5.         -14.43995655  -9.58303338],433
896,[  8.         -23.25172209 -15.4241968 ],1072
897,[  5.         -14.4098886   -9.55219088],397
898,[  6.         -17.30927334 -11.29914963],606
899,[  6.         -17.33172348 -11.3682161 ],610
900,[  5.         -14.5824145   -9.75450413],433
901,[  5.         -14.59217187  -9.71180422],413
902,[ 2.         -5.79533094 -3.85662964],72
903,[  5.         -14.62514183  -9.80991398],429
904,[ 3.         -8.63804689 -5.66366748],163
905,[  6.         -17.39123904 -11.47776369],612
906,[  5.         -14.50376336  -9.67943789],429
907,[  6.         -17.37755726 -11.48023914],614
908,[  6.         -17.29953194 -11.35211108],574
909,[  6.         -17.49158724 -11.65583506],620
910,[  5.         -14.39911223  -9.39585826],393
911,[  8.         -23.11273483 -15.15555853],1086
912,[  6.         -17.25196525 -11.31987882],592
913,[  5.         -14.45675996  -9.54030778],425
914,[  6.         -17.41141995 -11.5140727 ],614
915,[  7.         -20.30384398 -13.35912402],821
916,[  6.         -17.31390705 -11.48241824],606
917,[  6.         -17.32210658 -11.39454541],580
918,[  7.         -20.12872945 -13.20429326],815
919,[  8.         -23.02641682 -15.15331318],1016
920,[  5.         -14.46668076  -9.61023044],421
921,[ 2.         -5.75613068 -3.7975242 ],74
922,[  6.         -17.31719231 -11.47049969],606
923,[  6.         -17.44147211 -11.60610752],618
924,[  5.         -14.37877306  -9.45350517],415
925,[  5.         -14.51657426  -9.57704966],399
926,[  6.         -17.25471818 -11.29456655],588
927,[  6.         -17.25222725 -11.30284337],542
928,[  4.         -11.65686285  -7.72520659],270
929,[  4.         -11.50693621  -7.58421526],278
930,[  6.         -17.35383758 -11.50177311],598
931,[  6.         -17.36853362 -11.3946067 ],590
932,[  5.         -14.40954961  -9.43518834],463
933,[ 3.         -8.68684611 -5.70718902],151
934,[ 3.         -8.71397181 -5.81336696],163
935,[ 2.         -5.7609938  -3.81822256],66
936,[ 2.         -5.77333088 -3.83432557],74
937,[  9.         -26.13138961 -17.40467072],1357
938,[  6.         -17.3395902  -11.48661683],606
939,[ 2.         -5.761534   -3.81991412],74
940,[ 3.         -8.68071997 -5.73972079],145
941,[  5.         -14.47023426  -9.57346292],429
942,[  4.         -11.66954121  -7.76901879],292
943,[ 2.         -5.83976319 -3.89788664],64
944,[  5.         -14.40486041  -9.44899029],423
945,[  8.         -23.43712539 -15.72278217],1116
946,[  7.         -20.35352845 -13.48713954],799
947,[  5.         -14.4046108   -9.41084232],423
948,[  5.         -14.41524712  -9.41947767],421
949,[  6.         -17.51604077 -11.67011079],640
950,[  7.         -20.26571205 -13.42104095],825
951,[ 2.         -5.77195831 -3.78370715],78
952,[  6.         -17.56090015 -11.75469065],608
953,[  5.         -14.50329096  -9.63342101],405
954,[  4.         -11.67136231  -7.79845945],276
955,[  6.         -17.41597039 -11.59585847],592
956,[  6.         -17.37256439 -11.38196863],602
957,[ 3.         -8.62195206 -5.68104941],167
958,[  6.        -17.3773009 -11.4459287],588
959,[  7.         -20.29199583 -13.40841041],825
960,[ 3.         -8.61411646 -5.69381257],177
961,[  6.         -17.32704425 -11.50202877],600
962,[  5.         -14.42935456  -9.58030592],419
963,[  4.         -11.57246164  -7.65312156],264
964,[  6.         -17.2940298  -11.48929526],594
965,[  4.         -11.60606064  -7.66466474],272
966,[  7.         -20.12044567 -13.26564094],833
967,[  8.         -23.01335865 -15.1609765 ],1036
968,[  7.         -20.1491092  -13.21829029],783
969,[ 3.         -8.71201919 -5.77303825],145
970,[  4.         -11.54146145  -7.5738331 ],266
971,[  6.         -17.48443874 -11.68751768],600
972,[  5.         -14.59960085  -9.72044325],455
973,[  6.         -17.37310373 -11.51313909],610
974,[  5.         -14.39839222  -9.4942613 ],415
975,[ 2.         -5.8409373  -3.89098321],74
976,[  5.         -14.52982786  -9.62038745],415
977,[  6.         -17.2579402  -11.43310511],606
978,[ 3.         -8.67313539 -5.68218707],153
979,[  7.         -20.18571573 -13.2810111 ],805
980,[  4.         -11.50975385  -7.6305616 ],282
981,[  6.         -17.47260693 -11.65548573],594
982,[  6.         -17.44807412 -11.66796654],596
983,[  8.         -23.12659744 -15.27633217],1052
984,[  6.         -17.34897563 -11.37473529],606
985,[  6.         -17.28972572 -11.40791663],602
986,[  8.         -23.22061655 -15.47283896],1084
987,[  6.         -17.29209974 -11.44325635],626
988,[ 2.         -5.79150524 -3.8319046 ],72
989,[  7.         -20.18958098 -13.27802121],811
990,[  6.         -17.478534   -11.59061103],646
991,[  6.         -17.24000254 -11.34313251],582
992,[  4.         -11.54592681  -7.57907081],268
993,[  7.         -20.31592503 -13.49990542],843
994,[  5.         -14.37619051  -9.49870633],407
995,[  4.         -11.5479311   -7.55458946],276
996,[  7.         -20.33502209 -13.43755832],809
997,[  7.         -20.14455311 -13.19765616],805
998,[  6.         -17.32818241 -11.35546142],600
999,[  7.         -20.34980793 -13.54520106],785
