,weights,success_tries
632,[-1.         -3.79728068  2.64807433],89
633,[-1.         -4.31554151  2.76147452],107
634,[-1.         -3.5807399   2.47378297],87
635,[-1.         -4.05471095  2.6913317 ],105
636,[-1.         -3.8314001   2.56918149],81
637,[-1.         -4.31554151  2.76147452],107
638,[-1.         -4.31554151  2.76147452],107
639,[-1.         -4.01702266  2.70223953],91
640,[-1.         -3.75273292  2.63473067],89
641,[-1.         -3.99854563  2.92377413],93
642,[-1.         -3.7032354   2.56706952],93
643,[-1.         -4.20773195  2.69158255],101
644,[-1.         -3.96199179  2.58365947],91
645,[-1.         -4.07493654  2.64424075],99
646,[-1.         -3.75552653  2.54279147],79
647,[-1.         -3.7032354   2.56706952],93
648,[-1.         -4.22369995  2.71333352],103
649,[-1.         -4.31554151  2.76147452],107
650,[-1.         -4.31554151  2.76147452],107
651,[-1.         -4.01702266  2.70223953],91
652,[-1.         -3.95504292  2.64404762],87
653,[-1.         -3.64910717  2.45417854],83
654,[-1.         -4.29957352  2.73972354],105
655,[-1.         -3.86099764  2.56304281],91
656,[-1.         -3.67811482  2.57284288],95
657,[-1.         -4.00164456  2.55568554],87
658,[-1.         -3.98801502  2.58357519],79
659,[-1.         -3.98801502  2.58357519],79
660,[-1.         -4.29957352  2.73972354],105
661,[-1.         -3.88702087  2.56295853],79
662,[-1.         -4.06488131  2.666076  ],113
663,[-1.         -4.20552824  2.65871873],109
664,[-1.         -3.73735482  2.48817668],85
665,[-1.         -4.20773195  2.69158255],101
666,[-1.         -3.7032354   2.56706952],93
667,[-1.         -3.75273292  2.63473067],89
668,[-1.         -4.07493654  2.64424075],99
669,[-1.         -4.16957172  2.60044254],93
670,[-1.         -3.88702087  2.56295853],79
671,[-1.         -3.99099943  2.7023238 ],103
672,[-1.         -4.01702266  2.70223953],91
673,[-1.         -4.31554151  2.76147452],107
674,[-1.         -3.67811482  2.57284288],95
675,[-1.         -4.15892659  2.74708081],109
676,[-1.         -3.73735482  2.48817668],85
677,[-1.         -3.96199179  2.58365947],91
678,[-1.         -3.73735482  2.48817668],85
679,[-1.         -3.73735482  2.48817668],85
680,[-1.         -4.36759556  2.82081263],113
681,[-1.         -3.7032354   2.56706952],93
682,[-1.         -4.16957172  2.60044254],93
683,[-1.         -3.73735482  2.48817668],85
684,[-1.         -3.99854563  2.92377413],93
685,[-1.         -3.69408281  2.59459385],97
686,[-1.         -4.07493654  2.64424075],99
687,[-1.         -3.73735482  2.48817668],85
688,[-1.         -4.00363779  2.70601969],93
689,[-1.         -3.72670969  2.63481495],101
690,[-1.         -3.64910717  2.45417854],83
691,[-1.         -3.7032354   2.56706952],93
692,[-1.         -3.87015022  2.53551847],87
693,[-1.         -4.18494982  2.74699654],97
694,[-1.         -3.73735482  2.48817668],85
695,[-1.         -3.75273292  2.63473067],89
696,[-1.         -4.31554151  2.76147452],107
697,[-1.         -3.60676313  2.4736987 ],75
698,[-1.         -3.73735482  2.48817668],85
699,[-1.         -3.54811302  2.43356188],83
700,[-1.         -3.59670789  2.49553395],89
701,[-1.         -4.31554151  2.76147452],107
702,[-1.         -3.96199179  2.58365947],91
703,[-1.         -4.20552824  2.65871873],109
704,[-1.         -3.73955853  2.5210405 ],77
705,[-1.         -3.73735482  2.48817668],85
706,[-1.         -3.9641955   2.61652329],83
707,[-1.         -3.87015022  2.53551847],87
708,[-1.         -3.75199669  2.53659507],105
709,[-1.         -3.99099943  2.7023238 ],103
710,[-1.         -3.75273292  2.63473067],89
711,[-1.         -3.75273292  2.63473067],89
712,[-1.         -4.06966661  2.63677462],95
713,[-1.         -4.31774522  2.79433834],99
714,[-1.         -3.84502964  2.54129183],89
715,[-1.         -4.06488131  2.666076  ],113
716,[-1.         -4.20552824  2.65871873],109
717,[-1.         -3.79507697  2.61521051],97
718,[-1.         -4.29957352  2.73972354],105
719,[-1.         -3.80537687  2.56926576],93
720,[-1.         -3.7032354   2.56706952],93
721,[-1.         -3.7032354   2.56706952],93
722,[-1.         -3.80537687  2.56926576],93
723,[-1.         -4.31774522  2.79433834],99
724,[-1.         -3.87015022  2.53551847],87
725,[-1.         -4.20773195  2.69158255],101
726,[-1.         -4.00164456  2.55568554],87
727,[-1.         -3.87015022  2.53551847],87
728,[-1.         -3.75552653  2.54279147],79
729,[-1.         -3.75552653  2.54279147],79
730,[-1.         -3.69075317  2.57653876],85
731,[-1.         -4.20552824  2.65871873],109
732,[-1.         -4.16957172  2.60044254],93
733,[-1.         -4.11368667  2.61057774],105
734,[-1.         -4.07493654  2.64424075],99
735,[-1.         -3.5807399   2.47378297],87
736,[-1.         -3.73735482  2.48817668],85
737,[-1.         -4.31554151  2.76147452],107
738,[-1.         -4.16957172  2.60044254],93
739,[-1.         -4.29957352  2.73972354],105
740,[-1.         -4.31554151  2.76147452],107
741,[-1.         -4.09090454  2.66599173],101
742,[-1.         -4.31554151  2.76147452],107
743,[-1.         -4.31554151  2.76147452],107
744,[-1.         -3.67811482  2.57284288],95
745,[-1.         -3.88702087  2.56295853],79
746,[-1.         -3.80537687  2.56926576],93
747,[-1.         -4.20773195  2.69158255],101
748,[-1.         -3.8314001   2.56918149],81
749,[-1.         -4.31554151  2.76147452],107
750,[-1.         -3.79728068  2.64807433],89
751,[-1.         -4.29957352  2.73972354],105
752,[-1.         -3.80537687  2.56926576],93
753,[-1.         -3.95504292  2.64404762],87
754,[-1.         -3.80537687  2.56926576],93
755,[-1.         -3.84736809  2.59093246],83
756,[-1.         -4.22369995  2.71333352],103
757,[-1.         -4.20773195  2.69158255],101
758,[-1.         -4.07493654  2.64424075],99
759,[-1.         -3.96199179  2.58365947],91
760,[-1.         -3.79507697  2.61521051],97
761,[-1.         -3.54811302  2.43356188],83
762,[-1.         -3.84736809  2.59093246],83
763,[-1.         -4.31554151  2.76147452],107
764,[-1.         -3.86099764  2.56304281],91
765,[-1.         -3.74746299  2.62726454],85
766,[-1.         -4.29957352  2.73972354],105
767,[-1.         -3.64551325  2.44003568],81
768,[-1.         -4.22369995  2.71333352],103
769,[-1.         -3.73735482  2.48817668],85
770,[-1.         -4.04891331  2.64432503],111
771,[-1.         -4.20773195  2.69158255],101
772,[-1.         -4.22369995  2.71333352],103
773,[-1.         -4.07493654  2.64424075],99
774,[-1.         -3.73735482  2.48817668],85
775,[-1.         -3.79728068  2.64807433],89
776,[-1.         -4.00363779  2.70601969],93
777,[-1.         -4.05603707  2.66466428],87
778,[-1.         -4.20552824  2.65871873],109
779,[-1.         -3.84502964  2.54129183],89
780,[-1.         -4.09090454  2.66599173],101
781,[-1.         -4.18494982  2.74699654],97
782,[-1.         -3.54478338  2.41550679],71
783,[-1.         -3.71133159  2.48826095],97
784,[-1.         -3.79507697  2.61521051],97
785,[-1.         -4.06966661  2.63677462],95
786,[-1.         -4.22162577  2.65978066],99
787,[-1.         -3.80537687  2.56926576],93
788,[-1.         -4.36759556  2.82081263],113
789,[-1.         -3.99099943  2.7023238 ],103
790,[-1.         -4.18494982  2.74699654],97
791,[-1.         -4.09090454  2.66599173],101
792,[-1.         -3.69075317  2.57653876],85
793,[-1.         -4.31554151  2.76147452],107
794,[-1.         -3.82408461  2.73387485],109
795,[-1.         -3.69075317  2.57653876],85
796,[-1.         -3.64551325  2.44003568],81
797,[-1.         -4.09090454  2.66599173],101
798,[-1.         -4.11368667  2.61057774],105
799,[-1.         -3.97562133  2.55576981],99
800,[-1.         -3.69075317  2.57653876],85
801,[-1.         -3.83120837  2.7542141 ],85
802,[-1.         -4.00164456  2.55568554],87
803,[-1.         -3.87015022  2.53551847],87
804,[-1.         -4.18494982  2.74699654],97
805,[-1.         -3.54811302  2.43356188],83
806,[-1.         -4.16898182  2.72524557],95
807,[-1.         -3.99854563  2.92377413],93
808,[-1.         -4.30177723  2.77258736],97
809,[-1.         -3.73735482  2.48817668],85
810,[-1.         -4.22162577  2.65978066],99
811,[-1.         -4.20773195  2.69158255],101
812,[-1.         -3.64551325  2.44003568],81
813,[-1.         -4.36759556  2.82081263],113
814,[-1.         -3.69075317  2.57653876],85
815,[-1.         -4.15892659  2.74708081],109
816,[-1.         -4.31774522  2.79433834],99
817,[-1.         -4.01702266  2.70223953],91
818,[-1.         -3.75273292  2.63473067],89
819,[-1.         -3.73735482  2.48817668],85
820,[-1.         -3.96199179  2.58365947],91
821,[-1.         -3.99099943  2.7023238 ],103
822,[-1.         -3.96199179  2.58365947],91
823,[-1.         -3.7032354   2.56706952],93
824,[-1.         -4.16898182  2.72524557],95
825,[-1.         -3.88702087  2.56295853],79
826,[-1.         -3.79728068  2.64807433],89
827,[-1.         -3.75199669  2.53659507],105
828,[-1.         -4.00363779  2.70601969],93
829,[-1.         -3.8314001   2.56918149],81
830,[-1.         -3.73735482  2.48817668],85
831,[-1.         -4.15892659  2.74708081],109
832,[-1.         -3.73735482  2.48817668],85
833,[-1.         -3.7032354   2.56706952],93
834,[-1.         -3.64910717  2.45417854],83
835,[-1.         -4.29957352  2.73972354],105
836,[-1.         -3.73735482  2.48817668],85
837,[-1.         -4.36759556  2.82081263],113
838,[-1.         -3.73735482  2.48817668],85
839,[-1.         -3.53214502  2.4118109 ],81
840,[-1.         -3.69075317  2.57653876],85
841,[-1.         -4.07493654  2.64424075],99
842,[-1.         -4.15892659  2.74708081],109
843,[-1.         -4.07493654  2.64424075],99
844,[-1.         -4.20552824  2.65871873],109
845,[-1.         -4.31554151  2.76147452],107
846,[-1.         -4.01702266  2.70223953],91
847,[-1.         -3.75552653  2.54279147],79
848,[-1.         -4.36759556  2.82081263],113
849,[-1.         -3.88702087  2.56295853],79
850,[-1.         -3.67811482  2.57284288],95
851,[-1.         -4.29957352  2.73972354],105
852,[-1.         -3.69075317  2.57653876],85
853,[-1.         -3.86099764  2.56304281],91
854,[-1.         -3.73735482  2.48817668],85
855,[-1.         -3.73735482  2.48817668],85
856,[-1.         -3.80537687  2.56926576],93
857,[-1.         -4.05471095  2.6913317 ],105
858,[-1.         -3.84736809  2.59093246],83
859,[-1.         -3.64551325  2.44003568],81
860,[-1.         -3.96199179  2.58365947],91
861,[-1.         -3.80537687  2.56926576],93
862,[-1.         -3.64910717  2.45417854],83
863,[-1.         -3.88702087  2.56295853],79
864,[-1.         -4.29957352  2.73972354],105
865,[-1.         -3.88702087  2.56295853],79
866,[-1.         -3.75552653  2.54279147],79
867,[-1.         -3.84502964  2.54129183],89
868,[-1.         -4.01702266  2.70223953],91
869,[-1.         -4.31554151  2.76147452],107
870,[-1.         -3.83120837  2.7542141 ],85
871,[-1.         -3.69075317  2.57653876],85
872,[-1.         -3.64910717  2.45417854],83
873,[-1.         -3.71133159  2.48826095],97
874,[-1.         -4.15892659  2.74708081],109
875,[-1.         -3.86099764  2.56304281],91
876,[-1.         -3.99854563  2.92377413],93
877,[-1.         -3.99099943  2.7023238 ],103
878,[-1.         -3.74746299  2.62726454],85
879,[-1.         -3.7032354   2.56706952],93
880,[-1.         -3.73735482  2.48817668],85
881,[-1.         -4.11368667  2.61057774],105
882,[-1.         -3.99854563  2.92377413],93
883,[-1.         -4.29957352  2.73972354],105
884,[-1.         -4.00363779  2.70601969],93
885,[-1.         -3.8314001   2.56918149],81
886,[-1.         -3.97562133  2.55576981],99
887,[-1.         -4.14295859  2.72532984],107
888,[-1.         -4.29957352  2.73972354],105
889,[-1.         -3.75273292  2.63473067],89
890,[-1.         -4.29957352  2.73972354],105
891,[-1.         -4.20773195  2.69158255],101
892,[-1.         -3.64551325  2.44003568],81
893,[-1.         -3.69075317  2.57653876],85
894,[-1.         -4.00363779  2.70601969],93
895,[-1.         -4.29957352  2.73972354],105
896,[-1.         -4.29957352  2.73972354],105
897,[-1.         -3.79728068  2.64807433],89
898,[-1.         -3.86099764  2.56304281],91
899,[-1.         -4.07493654  2.64424075],99
900,[-1.         -4.00164456  2.55568554],87
901,[-1.         -3.53214502  2.4118109 ],81
902,[-1.         -4.16898182  2.72524557],95
903,[-1.         -4.18494982  2.74699654],97
904,[-1.         -3.98801502  2.58357519],79
905,[-1.         -3.73735482  2.48817668],85
906,[-1.         -4.20773195  2.69158255],101
907,[-1.         -3.99099943  2.7023238 ],103
908,[-1.        -3.7360287  2.5148441],103
909,[-1.         -4.00363779  2.70601969],93
910,[-1.         -3.73735482  2.48817668],85
911,[-1.         -3.90275179  2.66832567],101
912,[-1.         -4.20773195  2.69158255],101
913,[-1.         -3.73735482  2.48817668],85
914,[-1.         -3.73735482  2.48817668],85
915,[-1.         -3.64910717  2.45417854],83
916,[-1.         -3.75552653  2.54279147],79
917,[-1.         -4.04891331  2.64432503],111
918,[-1.         -3.64551325  2.44003568],81
919,[-1.         -4.20773195  2.69158255],101
920,[-1.         -4.02641992  2.6506057 ],97
921,[-1.         -3.67811482  2.57284288],95
922,[-1.         -4.06966661  2.63677462],95
923,[-1.         -3.69075317  2.57653876],85
924,[-1.         -3.73735482  2.48817668],85
925,[-1.         -3.86854383  2.78449313],81
926,[-1.         -3.79728068  2.64807433],89
927,[-1.         -4.01702266  2.70223953],91
928,[-1.         -3.80870651  2.58732085],105
929,[-1.         -4.15892659  2.74708081],109
930,[-1.         -4.14428472  2.69866242],89
931,[-1.         -4.16957172  2.60044254],93
932,[-1.         -3.7032354   2.56706952],93
933,[-1.         -3.74746299  2.62726454],85
934,[-1.         -4.18494982  2.74699654],97
935,[-1.         -3.73735482  2.48817668],85
936,[-1.         -4.09090454  2.66599173],101
937,[-1.         -3.64551325  2.44003568],81
938,[-1.         -3.88702087  2.56295853],79
939,[-1.         -4.09090454  2.66599173],101
940,[-1.         -3.64551325  2.44003568],81
941,[-1.         -4.07493654  2.64424075],99
942,[-1.         -3.84502964  2.54129183],89
943,[-1.         -4.29957352  2.73972354],105
944,[-1.         -3.69075317  2.57653876],85
945,[-1.         -3.73735482  2.48817668],85
946,[-1.         -4.31774522  2.79433834],99
947,[-1.         -3.70007218  2.45656791],87
948,[-1.         -3.5807399   2.47378297],87
949,[-1.         -4.07493654  2.64424075],99
950,[-1.         -3.80537687  2.56926576],93
951,[-1.         -3.99854563  2.92377413],93
952,[-1.         -3.75273292  2.63473067],89
953,[-1.         -3.69075317  2.57653876],85
954,[-1.         -3.67811482  2.57284288],95
955,[-1.         -4.18494982  2.74699654],97
956,[-1.         -4.20552824  2.65871873],109
957,[-1.         -3.79507697  2.61521051],97
958,[-1.         -3.69075317  2.57653876],85
959,[-1.         -3.75273292  2.63473067],89
960,[-1.         -4.05471095  2.6913317 ],105
961,[-1.         -3.64910717  2.45417854],83
962,[-1.         -4.16957172  2.60044254],93
963,[-1.         -3.84736809  2.59093246],83
964,[-1.         -4.29957352  2.73972354],105
965,[-1.         -3.75552653  2.54279147],79
966,[-1.         -3.7032354   2.56706952],93
967,[-1.         -3.59670789  2.49553395],89
968,[-1.         -3.73735482  2.48817668],85
969,[-1.         -3.73735482  2.48817668],85
970,[-1.         -3.81091022  2.62018467],97
971,[-1.         -4.16898182  2.72524557],95
972,[-1.         -3.99099943  2.7023238 ],103
973,[-1.         -4.0129568   2.58604884],95
974,[-1.         -4.20773195  2.69158255],101
975,[-1.         -3.64551325  2.44003568],81
976,[-1.         -3.86854383  2.78449313],81
977,[-1.         -4.05471095  2.6913317 ],105
978,[-1.         -4.31554151  2.76147452],107
979,[-1.         -3.97562133  2.55576981],99
980,[-1.         -3.98801502  2.58357519],79
981,[-1.         -3.73735482  2.48817668],85
982,[-1.         -4.29957352  2.73972354],105
983,[-1.         -4.22369995  2.71333352],103
984,[-1.         -4.15892659  2.74708081],109
985,[-1.         -4.31774522  2.79433834],99
986,[-1.         -3.69075317  2.57653876],85
987,[-1.         -4.05471095  2.6913317 ],105
988,[-1.         -4.09090454  2.66599173],101
989,[-1.         -3.73735482  2.48817668],85
990,[-1.         -3.54811302  2.43356188],83
991,[-1.         -3.80537687  2.56926576],93
992,[-1.         -4.18494982  2.74699654],97
993,[-1.         -3.73735482  2.48817668],85
994,[-1.         -3.53214502  2.4118109 ],81
995,[-1.         -3.83120837  2.7542141 ],85
996,[-1.         -3.75273292  2.63473067],89
997,[-1.         -3.59670789  2.49553395],89
998,[-1.         -4.31554151  2.76147452],107
999,[-1.        -3.7360287  2.5148441],103
